"id","start","end","chromosome","probeID","sourceID","IDtype"
"POFUT1",0,0,0,"8061706","ENSG00000101346","ensembl"
"KIF3B",0,0,0,"8061715","ENSG00000101350","ensembl"
"ASXL1",0,0,0,"8061725","ENSG00000171456","ensembl"
"LOC149950",0,0,0,"8061742","ENSG00000204393","ensembl"
"DNMT3B",0,0,0,"8061746","ENSG00000088305","ensembl"
"MAPRE1",0,0,0,"8061772","ENSG00000101367","ensembl"
"BPIL1",0,0,0,"8061780","ENSG00000078898","ensembl"
"BPIL3",0,0,0,"8061799","ENSG00000167104","ensembl"
"C20orf185",0,0,0,"8061815","ENSG00000186190","ensembl"
"C20orf186",0,0,0,"8061831","ENSG00000186191","ensembl"
"C20orf70",0,0,0,"8061847","ENSG00000131050","ensembl"
"BASE",0,0,0,"8061859","ENSG00000183566","ensembl"
"C20orf71",0,0,0,"8061869","ENSG00000131059","ensembl"
"PLUNC",0,0,0,"8061883","ENSG00000198183","ensembl"
"C20orf114",0,0,0,"8061894","ENSG00000125999","ensembl"
"CBFA2T2",0,0,0,"8061919","ENSG00000078699","ensembl"
"C20orf144",0,0,0,"8061940","ENSG00000149609","ensembl"
"C20orf134",0,0,0,"8061944","ENSG00000149609,ENSG00000182584","ensembl"
"ZNF341",0,0,0,"8061946","ENSG00000131061","ensembl"
"CHMP4B",0,0,0,"8061958","ENSG00000101421","ensembl"
"RALY",0,0,0,"8061966","ENSG00000125970","ensembl"
"ASIP",0,0,0,"8061982","ENSG00000101440","ensembl"
"ITCH",0,0,0,"8061986","ENSG00000078747","ensembl"
"DYNLRB1",0,0,0,"8062016","ENSG00000125971","ensembl"
"MAP1LC3A",0,0,0,"8062023","ENSG00000101460","ensembl"
"TP53INP2",0,0,0,"8062034","ENSG00000078804","ensembl"
"ACSS2",0,0,0,"8062041","ENSG00000131069","ensembl"
"MYH7B",0,0,0,"8062064","ENSG00000078814","ensembl"
"PROCR",0,0,0,"8062108","ENSG00000101000","ensembl"
"MT1P3",0,0,0,"8062119","ENSG00000229230","ensembl"
"MMP24",0,0,0,"8062123","ENSG00000125966","ensembl"
"GDF5",0,0,0,"8065905","ENSG00000125965","ensembl"
"CEP250",0,0,0,"8062137","ENSG00000126001","ensembl"
"ERGIC3",0,0,0,"8062174","ENSG00000125991","ensembl"
"SPAG4",0,0,0,"8062190","ENSG00000061656","ensembl"
"ROMO1",0,0,0,"8062206","ENSG00000125995","ensembl"
"RPF2",0,0,0,"8062211","ENSG00000197498,ENSG00000225357","ensembl"
"PHF20",0,0,0,"8062213","ENSG00000025293","ensembl"
"C20orf152",0,0,0,"8062237","ENSG00000149646","ensembl"
"EPB41L1",0,0,0,"8062251","ENSG00000088367","ensembl"
"C20orf4",0,0,0,"8062286","ENSG00000131043","ensembl"
"DLGAP4",0,0,0,"8062293","ENSG00000080845","ensembl"
"MYL9",0,0,0,"8062312","ENSG00000101335","ensembl"
"TGIF2",0,0,0,"8062319","ENSG00000118707","ensembl"
"C20orf24",0,0,0,"8062326","ENSG00000101084","ensembl"
"SAMHD1",0,0,0,"8066117","ENSG00000101347","ensembl"
"RBL1",0,0,0,"8066136","ENSG00000080839","ensembl"
"RPN2",0,0,0,"8062349","ENSG00000118705","ensembl"
"MANBAL",0,0,0,"8062371","ENSG00000101363","ensembl"
"SRC",0,0,0,"8062377","ENSG00000197122","ensembl"
"NNAT",0,0,0,"8062395","ENSG00000053438","ensembl"
"CTNNBL1",0,0,0,"8062409","ENSG00000132792","ensembl"
"VSTM2L",0,0,0,"8062427","ENSG00000132821","ensembl"
"RPRD1B",0,0,0,"8062433","ENSG00000101413","ensembl"
"BPI",0,0,0,"8062444","ENSG00000101425","ensembl"
"LBP",0,0,0,"8062461","ENSG00000129988","ensembl"
"SNHG11",0,0,0,"8062480","ENSG00000174365","ensembl"
"SNORA60",0,0,0,"8062490","ENSG00000174365,ENSG00000199266,ENSG00000274309","ensembl"
"RALGAPB",0,0,0,"8062492","ENSG00000170471","ensembl"
"ADIG",0,0,0,"8062527","ENSG00000182035","ensembl"
"ARHGAP40",0,0,0,"8062532","ENSG00000124143","ensembl"
"SLC32A1",0,0,0,"8062539","ENSG00000101438","ensembl"
"ACTR5",0,0,0,"8062545","ENSG00000101442","ensembl"
"PPP1R16B",0,0,0,"8062557","ENSG00000101445","ensembl"
"FAM83D",0,0,0,"8062571","ENSG00000101447","ensembl"
"DHX35",0,0,0,"8062576","ENSG00000101452","ensembl"
"LOC100128988",0,0,0,"8062601","ENSG00000222612","ensembl"
"TOP1",0,0,0,"8062603","ENSG00000198900","ensembl"
"PLCG1",0,0,0,"8062623","ENSG00000124181","ensembl"
"LPIN3",0,0,0,"8062658","ENSG00000132793","ensembl"
"SRSF6",0,0,0,"8062695","ENSG00000124193","ensembl"
"L3MBTL1",0,0,0,"8062705","ENSG00000185513","ensembl"
"SGK2",0,0,0,"8062728","ENSG00000101049","ensembl"
"IFT52",0,0,0,"8062748","ENSG00000101052","ensembl"
"MYBL2",0,0,0,"8062766","ENSG00000101057","ensembl"
"TOX2",0,0,0,"8062782","ENSG00000124191","ensembl"
"GDAP1L1",0,0,0,"8062796","ENSG00000124194","ensembl"
"R3HDML",0,0,0,"8062813","ENSG00000101074","ensembl"
"HNF4A",0,0,0,"8062823","ENSG00000101076","ensembl"
"TTPAL",0,0,0,"8062844","ENSG00000124120","ensembl"
"PKIG",0,0,0,"8062852","ENSG00000168734","ensembl"
"WISP2",0,0,0,"8062864","ENSG00000064205","ensembl"
"KCNK15",0,0,0,"8062873","ENSG00000124249","ensembl"
"YWHAB",0,0,0,"8062880","ENSG00000166913","ensembl"
"PABPC1L",0,0,0,"8062890","ENSG00000101104","ensembl"
"STK4",0,0,0,"8062908","ENSG00000101109","ensembl"
"PI3",0,0,0,"8062927","ENSG00000124102","ensembl"
"SEMG1",0,0,0,"8062933","ENSG00000124233","ensembl"
"SEMG2",0,0,0,"8062944","ENSG00000124157","ensembl"
"RBPJL",0,0,0,"8062948","ENSG00000124232","ensembl"
"SYS1",0,0,0,"8062964","ENSG00000254806,ENSG00000204070","ensembl"
"DBNDD2",0,0,0,"8062971","ENSG00000244274,ENSG00000254806","ensembl"
"PIGT",0,0,0,"8062981","ENSG00000124155","ensembl"
"WFDC2",0,0,0,"8063000","ENSG00000101443","ensembl"
"WFDC10A",0,0,0,"8063011","ENSG00000180305","ensembl"
"WFDC13",0,0,0,"8063014","ENSG00000168634","ensembl"
"SPINT4",0,0,0,"8063019","ENSG00000149651","ensembl"
"DNTTIP1",0,0,0,"8063028","ENSG00000101457","ensembl"
"UBE2C",0,0,0,"8063043","ENSG00000175063","ensembl"
"SNX21",0,0,0,"8063057","ENSG00000124104","ensembl"
"ZSWIM3",0,0,0,"8063071","ENSG00000132801","ensembl"
"ZSWIM1",0,0,0,"8063074","ENSG00000168612","ensembl"
"CTSA",0,0,0,"8063078","ENSG00000064601","ensembl"
"PCIF1",0,0,0,"8063097","ENSG00000100982","ensembl"
"MMP9",0,0,0,"8063115","ENSG00000100985","ensembl"
"SLC12A5",0,0,0,"8063129","ENSG00000124140","ensembl"
"CD40",0,0,0,"8063156","ENSG00000101017","ensembl"
"SLC2A10",0,0,0,"8063177","ENSG00000197496","ensembl"
"EYA2",0,0,0,"8063187","ENSG00000064655","ensembl"
"LOC100131496",0,0,0,"8063209","ENSG00000267882","ensembl"
"NCOA3",0,0,0,"8063211","ENSG00000124151","ensembl"
"ARFGEF2",0,0,0,"8063242","ENSG00000124198","ensembl"
"CSE1L",0,0,0,"8063283","ENSG00000124207","ensembl"
"DDX27",0,0,0,"8063315","ENSG00000124228","ensembl"
"NCRNA00275",0,0,0,"8063337","ENSG00000277830,ENSG00000177410","ensembl"
"SNORD12C",0,0,0,"8063345","ENSG00000209042,ENSG00000177410,ENSG00000277830,ENSG00000274760","ensembl"
"SLC9A8",0,0,0,"8063351","ENSG00000197818","ensembl"
"RNF114",0,0,0,"8063369","ENSG00000124226","ensembl"
"SNAI1",0,0,0,"8063382","ENSG00000124216","ensembl"
"CEBPB",0,0,0,"8063386","ENSG00000172216","ensembl"
"LOC284751",0,0,0,"8063389","ENSG00000203999","ensembl"
"PTPN1",0,0,0,"8063394","ENSG00000196396","ensembl"
"PARD6B",0,0,0,"8063410","ENSG00000124171","ensembl"
"BCAS4",0,0,0,"8063417","ENSG00000124243","ensembl"
"MOCS3",0,0,0,"8063427","ENSG00000124217","ensembl"
"TSHZ2",0,0,0,"8063437","ENSG00000182463","ensembl"
"PFDN4",0,0,0,"8063453","ENSG00000101132","ensembl"
"DOK5",0,0,0,"8063458","ENSG00000101134","ensembl"
"MC3R",0,0,0,"8063476","ENSG00000124089","ensembl"
"C20orf108",0,0,0,"8063478","ENSG00000124098","ensembl"
"CSTF1",0,0,0,"8063484","ENSG00000101138","ensembl"
"CASS4",0,0,0,"8063497","ENSG00000087589","ensembl"
"C20orf43",0,0,0,"8063509","ENSG00000022277","ensembl"
"C20orf106",0,0,0,"8063526","ENSG00000124103,ENSG00000280387","ensembl"
"C20orf107",0,0,0,"8063531","ENSG00000213714","ensembl"
"TFAP2C",0,0,0,"8063536","ENSG00000087510","ensembl"
"SPO11",0,0,0,"8063551","ENSG00000054796","ensembl"
"RAE1",0,0,0,"8063566","ENSG00000101146","ensembl"
"RBM38",0,0,0,"8063583","ENSG00000132819","ensembl"
"PCK1",0,0,0,"8063590","ENSG00000124253","ensembl"
"C20orf85",0,0,0,"8063601","ENSG00000124237","ensembl"
"RAB22A",0,0,0,"8063607","ENSG00000124209","ensembl"
"VAPB",0,0,0,"8063620","ENSG00000124164","ensembl"
"MGC4294",0,0,0,"8063634","ENSG00000268941","ensembl"
"STX16",0,0,0,"8063636","ENSG00000254995,ENSG00000124222","ensembl"
"NPEPL1",0,0,0,"8063650","ENSG00000215440,ENSG00000254995","ensembl"
"GNAS",0,0,0,"8063668","ENSG00000087460","ensembl"
"TH1L",0,0,0,"8063697","ENSG00000101158","ensembl"
"TUBB1",0,0,0,"8063716","ENSG00000101162","ensembl"
"ZNF831",0,0,0,"8063723","ENSG00000124203","ensembl"
"EDN3",0,0,0,"8063729","ENSG00000124205","ensembl"
"PHACTR3",0,0,0,"8063739","ENSG00000087495","ensembl"
"C20orf177",0,0,0,"8063755","ENSG00000196227","ensembl"
"CDH26",0,0,0,"8063761","ENSG00000124215","ensembl"
"C20orf197",0,0,0,"8063785","ENSG00000176659","ensembl"
"LOC284757",0,0,0,"8063793","NA","ensembl"
"CDH4",0,0,0,"8063796","ENSG00000179242","ensembl"
"LSM14B",0,0,0,"8063814","ENSG00000149657","ensembl"
"SS18L1",0,0,0,"8063839","ENSG00000184402","ensembl"
"GTPBP5",0,0,0,"8063857","ENSG00000101181","ensembl"
"FLJ44790",0,0,0,"8063869","ENSG00000130703","ensembl"
"OSBPL2",0,0,0,"8063873","ENSG00000130703","ensembl"
"ADRM1",0,0,0,"8063893","ENSG00000130706","ensembl"
"RPS21",0,0,0,"8063903","ENSG00000171858","ensembl"
"C20orf166",0,0,0,"8063914","ENSG00000174407","ensembl"
"MIR1-1",0,0,0,"8063921","ENSG00000199017","ensembl"
"SLCO4A1",0,0,0,"8067546","ENSG00000232803","ensembl"
"NTSR1",0,0,0,"8063942","ENSG00000101188","ensembl"
"C20orf20",0,0,0,"8063949","ENSG00000101189","ensembl"
"OGFR",0,0,0,"8063955","ENSG00000060491","ensembl"
"COL9A3",0,0,0,"8063970","ENSG00000092758","ensembl"
"DPH3P1",0,0,0,"8064003","ENSG00000233838","ensembl"
"C20orf11",0,0,0,"8064007","ENSG00000101193","ensembl"
"SLC17A9",0,0,0,"8064014","ENSG00000101194","ensembl"
"MIR124-3",0,0,0,"8064029","ENSG00000207598","ensembl"
"BIRC7",0,0,0,"8064031","ENSG00000266463,ENSG00000101197","ensembl"
"ARFGAP1",0,0,0,"8064042","ENSG00000101199","ensembl"
"COL20A1",0,0,0,"8064059","ENSG00000101203","ensembl"
"PPDPF",0,0,0,"8064100","ENSG00000125534","ensembl"
"C20orf195",0,0,0,"8064108","ENSG00000125531","ensembl"
"RTEL1",0,0,0,"8064111","ENSG00000026036,ENSG00000258366","ensembl"
"ZGPAT",0,0,0,"8064156","ENSG00000197114,ENSG00000273154","ensembl"
"LIME1",0,0,0,"8064168","ENSG00000203896,ENSG00000273154,ENSG00000273047,ENSG00000197114","ensembl"
"SLC2A4RG",0,0,0,"8064175","ENSG00000273047,ENSG00000125520","ensembl"
"TPD52L2",0,0,0,"8064191","ENSG00000101150","ensembl"
"C20orf135",0,0,0,"8064203","NA","ensembl"
"DNAJC5",0,0,0,"8064208","ENSG00000101152","ensembl"
"PRPF6",0,0,0,"8064218","ENSG00000101161","ensembl"
"NCRNA00176",0,0,0,"8064242","ENSG00000196421","ensembl"
"TCEA2",0,0,0,"8064245","ENSG00000171703","ensembl"
"OPRL1",0,0,0,"8064261","ENSG00000125510","ensembl"
"MYT1",0,0,0,"8064277","ENSG00000196132,ENSG00000275018,ENSG00000276876","ensembl"
"DEFB128",0,0,0,"8064319","ENSG00000185982","ensembl"
"C20orf96",0,0,0,"8064322","ENSG00000196476","ensembl"
"TBC1D20",0,0,0,"8064336","ENSG00000125875","ensembl"
"CSNK2A1",0,0,0,"8064351","ENSG00000254598,ENSG00000101266","ensembl"
"TCF15",0,0,0,"8064370","ENSG00000125878","ensembl"
"SRXN1",0,0,0,"8064375","ENSG00000271303,ENSG00000270299","ensembl"
"SCRT2",0,0,0,"8064384","ENSG00000215397","ensembl"
"C20orf54",0,0,0,"8064388","ENSG00000101276","ensembl"
"ANGPT4",0,0,0,"8064396","ENSG00000101280","ensembl"
"RSPO4",0,0,0,"8064407","ENSG00000101282","ensembl"
"C20orf46",0,0,0,"8064415","ENSG00000125895","ensembl"
"SDCBP2",0,0,0,"8064418","ENSG00000125775","ensembl"
"FKBP1A",0,0,0,"8120428","ENSG00000088832,ENSG00000198225","ensembl"
"NSFL1C",0,0,0,"8064438","ENSG00000088833","ensembl"
"SIRPB2",0,0,0,"8064451","ENSG00000196209","ensembl"
"SIRPD",0,0,0,"8064464","ENSG00000242324,ENSG00000125900","ensembl"
"SIRPB1",0,0,0,"8064471","ENSG00000101307","ensembl"
"SIRPG",0,0,0,"8064485","ENSG00000089012","ensembl"
"PDYN",0,0,0,"8064495","ENSG00000101327","ensembl"
"SNRPB",0,0,0,"8064502","ENSG00000125835","ensembl"
"ZNF343",0,0,0,"8064514","ENSG00000088876","ensembl"
"IDH3B",0,0,0,"8064522","ENSG00000101365","ensembl"
"CPXM1",0,0,0,"8064539","ENSG00000088882","ensembl"
"FAM113A",0,0,0,"8064557","ENSG00000132635","ensembl"
"AVP",0,0,0,"8064575","ENSG00000101200","ensembl"
"FASTKD5",0,0,0,"8064581","ENSG00000215251","ensembl"
"ProSAPiP1",0,0,0,"8064591","ENSG00000088899","ensembl"
"DDRGK1",0,0,0,"8064601","ENSG00000198171","ensembl"
"SLC4A11",0,0,0,"8064613","ENSG00000088836","ensembl"
"C20orf194",0,0,0,"8064637","ENSG00000088854","ensembl"
"GFRA4",0,0,0,"8064676","ENSG00000125861","ensembl"
"ADAM33",0,0,0,"8064686","ENSG00000149451","ensembl"
"SIGLEC1",0,0,0,"8064716","ENSG00000088827","ensembl"
"C20orf27",0,0,0,"8064739","ENSG00000101220","ensembl"
"SPEF1",0,0,0,"8064751","ENSG00000101222","ensembl"
"CENPB",0,0,0,"8064762","ENSG00000125817","ensembl"
"RNF24",0,0,0,"8064766","ENSG00000101236","ensembl"
"ADRA1D",0,0,0,"8064779","ENSG00000171873","ensembl"
"PRNT",0,0,0,"8064787","ENSG00000180259","ensembl"
"RASSF2",0,0,0,"8064790","ENSG00000101265","ensembl"
"SLC23A2",0,0,0,"8064808","ENSG00000089057","ensembl"
"C20orf30",0,0,0,"8064833","ENSG00000238041,ENSG00000089063","ensembl"
"PCNA",0,0,0,"8064844","ENSG00000132646","ensembl"
"PROKR2",0,0,0,"8064859","ENSG00000101292","ensembl"
"LOC149837",0,0,0,"8064866","ENSG00000205181,ENSG00000230563","ensembl"
"GPCPD1",0,0,0,"8064868","ENSG00000125772","ensembl"
"TRMT6",0,0,0,"8064879","ENSG00000089195","ensembl"
"LRRN4",0,0,0,"8064894","ENSG00000125872","ensembl"
"FERMT1",0,0,0,"8064904","ENSG00000101311","ensembl"
"HAO1",0,0,0,"8064928","ENSG00000101323","ensembl"
"TMX4",0,0,0,"8064939","ENSG00000125827","ensembl"
"PAK7",0,0,0,"8064952","ENSG00000101349","ensembl"
"MKKS",0,0,0,"8064967","ENSG00000125863","ensembl"
"JAG1",0,0,0,"8064978","ENSG00000101384","ensembl"
"C20orf61",0,0,0,"8065013","ENSG00000228422","ensembl"
"TASP1",0,0,0,"8065018","ENSG00000089123","ensembl"
"ESF1",0,0,0,"8065032","ENSG00000089048","ensembl"
"SEL1L2",0,0,0,"8065045","ENSG00000101251","ensembl"
"FLRT3",0,0,0,"8065071","ENSG00000125848","ensembl"
"LOC613266",0,0,0,"8065084","NA","ensembl"
"KIF16B",0,0,0,"8065089","ENSG00000089177","ensembl"
"BFSP1",0,0,0,"8065124","ENSG00000125864","ensembl"
"RRBP1",0,0,0,"8065136","ENSG00000125844","ensembl"
"SNX5",0,0,0,"8065165","ENSG00000089006","ensembl"
"OVOL2",0,0,0,"8065185","ENSG00000125850","ensembl"
"C20orf12",0,0,0,"8065202","ENSG00000089091","ensembl"
"RBBP9",0,0,0,"8065230","ENSG00000089050","ensembl"
"LOC100130264",0,0,0,"8065248","ENSG00000179447","ensembl"
"CRNKL1",0,0,0,"8065256","ENSG00000101343","ensembl"
"LOC643659",0,0,0,"8065278","NA","ensembl"
"RALGAPA2",0,0,0,"8065280","ENSG00000188559","ensembl"
"NKX2-4",0,0,0,"8065327","ENSG00000125816","ensembl"
"NKX2-2",0,0,0,"8065334","ENSG00000125820","ensembl"
"LOC284788",0,0,0,"8065339","ENSG00000204684","ensembl"
"FOXA2",0,0,0,"8065344","ENSG00000125798","ensembl"
"THBD",0,0,0,"8065353","ENSG00000178726","ensembl"
"CD93",0,0,0,"8065359","ENSG00000125810","ensembl"
"LOC200261",0,0,0,"8065363","ENSG00000233746","ensembl"
"NAPB",0,0,0,"8065372","ENSG00000125814","ensembl"
"CST11",0,0,0,"8065388","ENSG00000125831","ensembl"
"CST9L",0,0,0,"8065396","ENSG00000101435","ensembl"
"CST9",0,0,0,"8065400","ENSG00000173335","ensembl"
"CST3",0,0,0,"8065403","ENSG00000101439","ensembl"
"CST4",0,0,0,"8065410","ENSG00000101441","ensembl"
"CST1",0,0,0,"8065412","ENSG00000170373","ensembl"
"CST2",0,0,0,"8065416","ENSG00000170369","ensembl"
"CST5",0,0,0,"8065421","ENSG00000170367","ensembl"
"GGTLC1",0,0,0,"8065427","ENSG00000149435","ensembl"
"C20orf3",0,0,0,"8065433","ENSG00000101474","ensembl"
"ACSS1",0,0,0,"8065444","ENSG00000154930","ensembl"
"VSX1",0,0,0,"8065460","ENSG00000100987","ensembl"
"ABHD12",0,0,0,"8065469","ENSG00000100997","ensembl"
"NINL",0,0,0,"8065485","ENSG00000101004","ensembl"
"NANP",0,0,0,"8065510","ENSG00000170191","ensembl"
"ZNF337",0,0,0,"8065517","ENSG00000130684","ensembl"
"FLJ45832",0,0,0,"8065547","ENSG00000205611","ensembl"
"DEFB116",0,0,0,"8065552","ENSG00000215545","ensembl"
"DEFB119",0,0,0,"8065555","ENSG00000180483","ensembl"
"DEFB121",0,0,0,"8065563","ENSG00000204548","ensembl"
"DEFB124",0,0,0,"8065566","ENSG00000180383","ensembl"
"BCL2L1",0,0,0,"8065569","ENSG00000171552","ensembl"
"FOXS1",0,0,0,"8065576","ENSG00000179772","ensembl"
"DUSP15",0,0,0,"8065580","ENSG00000149599","ensembl"
"PDRG1",0,0,0,"8065596","ENSG00000088356","ensembl"
"TSPY26P",0,0,0,"8065603","ENSG00000235217","ensembl"
"PLAGL2",0,0,0,"8065607","ENSG00000126003","ensembl"
"C20orf112",0,0,0,"8065612","ENSG00000197183","ensembl"
"C20orf203",0,0,0,"8065630","ENSG00000198547","ensembl"
"COMMD7",0,0,0,"8065637","ENSG00000149600","ensembl"
"SUN5",0,0,0,"8065652","ENSG00000167098","ensembl"
"CDK5RAP1",0,0,0,"8065668","ENSG00000101391","ensembl"
"SNTA1",0,0,0,"8065683","ENSG00000101400","ensembl"
"NECAB3",0,0,0,"8065693","ENSG00000125967","ensembl"
"E2F1",0,0,0,"8065710","ENSG00000101412","ensembl"
"PXMP4",0,0,0,"8065719","ENSG00000101417","ensembl"
"EIF2S2",0,0,0,"8065730","ENSG00000125977","ensembl"
"AHCY",0,0,0,"8065738","ENSG00000101444","ensembl"
"FLJ38773",0,0,0,"8065758","NA","ensembl"
"PIGU",0,0,0,"8065762","ENSG00000101464","ensembl"
"NCOA6",0,0,0,"8065776","ENSG00000198646","ensembl"
"HMGB3P1",0,0,0,"8065795","ENSG00000225336","ensembl"
"GGT7",0,0,0,"8065798","ENSG00000131067","ensembl"
"GSS",0,0,0,"8065817","ENSG00000100983","ensembl"
"TRPC4AP",0,0,0,"8065832","ENSG00000100991","ensembl"
"EDEM2",0,0,0,"8065855","ENSG00000088298","ensembl"
"EIF6",0,0,0,"8065868","ENSG00000242372","ensembl"
"FAM83C",0,0,0,"8065880","ENSG00000125998","ensembl"
"UQCC",0,0,0,"8065889","ENSG00000101019","ensembl"
"C20orf173",0,0,0,"8065911","ENSG00000125975","ensembl"
"FER1L4",0,0,0,"8065948","ENSG00000088340","ensembl"
"CPNE1",0,0,0,"8065963","ENSG00000214078,ENSG00000244462","ensembl"
"NFS1",0,0,0,"8065992","ENSG00000244005","ensembl"
"RBM39",0,0,0,"8066009","ENSG00000131051","ensembl"
"SCAND1",0,0,0,"8066031","ENSG00000171222","ensembl"
"SLA2",0,0,0,"8066038","ENSG00000101082","ensembl"
"NDRG3",0,0,0,"8066051","ENSG00000101079","ensembl"
"DSN1",0,0,0,"8066074","ENSG00000149636","ensembl"
"C20orf117",0,0,0,"8066091","ENSG00000149639","ensembl"
"C20orf132",0,0,0,"8066161","ENSG00000101353","ensembl"
"GHRH",0,0,0,"8066189","ENSG00000118702","ensembl"
"BLCAP",0,0,0,"8066195","ENSG00000166619","ensembl"
"TTI1",0,0,0,"8066200","ENSG00000101407","ensembl"
"TGM2",0,0,0,"8066214","ENSG00000198959","ensembl"
"KIAA1755",0,0,0,"8066231","ENSG00000149633","ensembl"
"LOC388796",0,0,0,"8066247","ENSG00000196756","ensembl"
"SNORA71B",0,0,0,"8066256","ENSG00000196756,ENSG00000235408,ENSG00000225091","ensembl"
"SNORA71A",0,0,0,"8066258","ENSG00000201512,ENSG00000225091","ensembl"
"SNORA71C",0,0,0,"8066260","ENSG00000196756,ENSG00000201512","ensembl"
"SNORA71D",0,0,0,"8066262","ENSG00000200354","ensembl"
"MAFB",0,0,0,"8066266","ENSG00000204103","ensembl"
"LOC100127886",0,0,0,"8066275","NA","ensembl"
"ZHX3",0,0,0,"8066279","ENSG00000174306","ensembl"
"EMILIN3",0,0,0,"8066294","ENSG00000183798","ensembl"
"CHD6",0,0,0,"8066303","ENSG00000124177","ensembl"
"PTPRT",0,0,0,"8066347","ENSG00000196090","ensembl"
"GTSF1L",0,0,0,"8066384","ENSG00000124196","ensembl"
"JPH2",0,0,0,"8066393","ENSG00000149596","ensembl"
"C20orf111",0,0,0,"8066402","ENSG00000132823","ensembl"
"FITM2",0,0,0,"8066407","ENSG00000197296","ensembl"
"C20orf62",0,0,0,"8066411","ENSG00000168746","ensembl"
"SERINC3",0,0,0,"8066417","ENSG00000132824","ensembl"
"ADA",0,0,0,"8066431","ENSG00000196839","ensembl"
"LOC79015",0,0,0,"8066444","ENSG00000132832,ENSG00000283440","ensembl"
"RIMS4",0,0,0,"8066451","ENSG00000101098","ensembl"
"TOMM34",0,0,0,"8066461","ENSG00000025772","ensembl"
"KCNS1",0,0,0,"8066475","ENSG00000124134","ensembl"
"WFDC5",0,0,0,"8066482","ENSG00000175121","ensembl"
"WFDC12",0,0,0,"8066489","ENSG00000168703","ensembl"
"SLPI",0,0,0,"8066493","ENSG00000124107","ensembl"
"MATN4",0,0,0,"8066498","ENSG00000124159","ensembl"
"SDC4",0,0,0,"8066513","ENSG00000124145","ensembl"
"TP53TG5",0,0,0,"8066521","ENSG00000124251","ensembl"
"SPINT3",0,0,0,"8066530","ENSG00000101446","ensembl"
"WFDC6",0,0,0,"8066536","ENSG00000243543,ENSG00000229900,ENSG00000232135","ensembl"
"SPINLW1",0,0,0,"8066542","ENSG00000249139,ENSG00000101448","ensembl"
"WFDC8",0,0,0,"8066549","ENSG00000158901","ensembl"
"WFDC9",0,0,0,"8066559","ENSG00000180205","ensembl"
"WFDC11",0,0,0,"8066569","ENSG00000180083","ensembl"
"WFDC10B",0,0,0,"8066574","ENSG00000182931","ensembl"
"WFDC3",0,0,0,"8066579","ENSG00000124116","ensembl"
"TNNC2",0,0,0,"8066590","ENSG00000101470","ensembl"
"ACOT8",0,0,0,"8066598","ENSG00000101473","ensembl"
"C20orf165",0,0,0,"8066609","ENSG00000149634","ensembl"
"NEURL2",0,0,0,"8066612","ENSG00000271984,ENSG00000124257","ensembl"
"PLTP",0,0,0,"8066619","ENSG00000100979","ensembl"
"ZNF335",0,0,0,"8066641","ENSG00000198026","ensembl"
"NCOA5",0,0,0,"8066668","ENSG00000124160","ensembl"
"CDH22",0,0,0,"8066683","ENSG00000149654","ensembl"
"SLC35C2",0,0,0,"8066697","ENSG00000080189","ensembl"
"ELMO2",0,0,0,"8066716","ENSG00000062598","ensembl"
"ZNF663",0,0,0,"8066739","ENSG00000283757,ENSG00000215452","ensembl"
"ZNF334",0,0,0,"8066745","ENSG00000198185","ensembl"
"C20orf123",0,0,0,"8066754","ENSG00000149635","ensembl"
"SLC13A3",0,0,0,"8066757","ENSG00000158296","ensembl"
"TP53RK",0,0,0,"8066776","ENSG00000172315","ensembl"
"ZMYND8",0,0,0,"8066786","ENSG00000101040","ensembl"
"SULF2",0,0,0,"8066822","ENSG00000196562","ensembl"
"PREX1",0,0,0,"8066848","ENSG00000124126","ensembl"
"STAU1",0,0,0,"8066889","ENSG00000124214","ensembl"
"ZNFX1",0,0,0,"8066905","ENSG00000124201","ensembl"
"KCNB1",0,0,0,"8066921","ENSG00000158445","ensembl"
"PTGIS",0,0,0,"8066925","ENSG00000124212","ensembl"
"B4GALT5",0,0,0,"8066939","ENSG00000158470","ensembl"
"SPATA2",0,0,0,"8066953","ENSG00000158480","ensembl"
"TMEM189",0,0,0,"8066964","ENSG00000240849","ensembl"
"FAM65C",0,0,0,"8066985","ENSG00000042062","ensembl"
"TMSB4X",0,0,0,"8166072","ENSG00000188765,ENSG00000230043,ENSG00000187653,ENSG00000205542,ENSG00000236876","ensembl"
"ADNP",0,0,0,"8067011","ENSG00000101126","ensembl"
"DPM1",0,0,0,"8067017","ENSG00000000419","ensembl"
"KCNG1",0,0,0,"8067033","ENSG00000026559","ensembl"
"NFATC2",0,0,0,"8067040","ENSG00000101096","ensembl"
"ATP9A",0,0,0,"8067055","ENSG00000054793","ensembl"
"SALL4",0,0,0,"8067087","ENSG00000101115","ensembl"
"ZFP64",0,0,0,"8067094","ENSG00000020256","ensembl"
"ZNF217",0,0,0,"8067113","ENSG00000171940","ensembl"
"SUMO1P1",0,0,0,"8067121","ENSG00000241721","ensembl"
"BCAS1",0,0,0,"8067125","ENSG00000064787","ensembl"
"CYP24A1",0,0,0,"8067140","ENSG00000019186","ensembl"
"CBLN4",0,0,0,"8067157","ENSG00000054803","ensembl"
"AURKA",0,0,0,"8067167","ENSG00000087586","ensembl"
